,Population,Region ID,Region Name
19521,475,25150, Moorabool
19523,11865,25340, Mornington Peninsula
19528,426,26080, Queenscliffe
19530,1853,26700, Wangaratta
19536,447,21370, Campaspe
19538,840,22170, Frankston
19540,272,22910, Hepburn
19541,599,23810, Latrobe (Vic.)
19542,105,23940, Loddon
19554,11,29399, Unincorporated Vic
19560,248,22620, Greater Bendigo
19563,356,24130, Macedon Ranges
19568,1612,25250, Moreland
19569,1556,25900, Port Phillip
19570,83,25990, Pyrenees
19574,2392,27260, Wyndham
19575,9765,27450, Yarra Ranges
19576,375,27630, Yarriambiack
19577,167,20260, Ararat
19578,1341,20570, Ballarat
19581,2280,21180, Brimbank
19583,55,21270, Buloke
19593,772,25490, Moyne
19594,504,25990, Pyrenees
19595,102,25990, Pyrenees
19596,17,26080, Queenscliffe
19597,26,26080, Queenscliffe
19603,2198,27450, Yarra Ranges
19609,108,22980, Hindmarsh
19610,955,23110, Hobsons Bay
19612,970,23810, Latrobe (Vic.)
19613,73,23940, Loddon
19619,254,25430, Mount Alexander
19630,7415,23110, Hobsons Bay
19631,247,23190, Horsham
19632,3369,23270, Hume
19634,4941,23810, Latrobe (Vic.)
19635,1389,24410, Maroondah
19638,1215,25900, Port Phillip
19641,1610,20570, Ballarat
19644,2892,21450, Cardinia
19651,1708,22170, Frankston
19653,337,22490, Golden Plains
19654,1611,22620, Greater Bendigo
19655,1417,22620, Greater Bendigo
19656,10412,22670, Greater Dandenong
19661,167,26430, Strathbogie
19662,380,26490, Surf Coast
19663,8996,26980, Whitehorse
19664,25,20110, Alpine
19665,177,20260, Ararat
19666,708,20830, Baw Baw
19672,4724,21610, Casey
19674,883,22110, East Gippsland
19683,1081,23810, Latrobe (Vic.)
19686,1451,24410, Maroondah
19689,66,25990, Pyrenees
19691,1325,26610, Swan Hill
19697,2392,21370, Campaspe
19698,1514,21450, Cardinia
19701,1845,22490, Golden Plains
19704,436,23110, Hobsons Bay
19705,257,23190, Horsham
19707,2051,23670, Knox
19708,4354,24600, Melbourne
19719,88,27630, Yarriambiack
19721,109,20260, Ararat
19726,870,23110, Hobsons Bay
19728,249,24850, Mitchell
19729,395,24900, Moira
19736,222,26430, Strathbogie
19737,1339,26490, Surf Coast
19738,41,26890, West Wimmera
19739,1919,26980, Whitehorse
19740,2665,27070, Whittlesea
19742,1688,27450, Yarra Ranges
19748,152,21830, Corangamite
19749,1470,22620, Greater Bendigo
19752,302,25430, Mount Alexander
19755,553,26490, Surf Coast
19756,234,26610, Swan Hill
19757,35,26670, Towong
19759,3030,26810, Wellington
19760,71,26890, West Wimmera
19763,69,27630, Yarriambiack
19768,2291,21890, Darebin
19781,756,25900, Port Phillip
19784,202,26260, Southern Grampians
19785,1218,26350, Stonnington
19786,77,26430, Strathbogie
19789,4014,27070, Whittlesea
19793,92,21270, Buloke
19799,1477,22620, Greater Bendigo
19803,3255,22750, Greater Geelong
19806,81,23940, Loddon
19807,738,24130, Macedon Ranges
19808,5079,24600, Melbourne
19809,15297,24650, Melton
19811,1786,25340, Mornington Peninsula
19818,48,26670, Towong
19820,39,26890, West Wimmera
19821,73,27630, Yarriambiack
19824,410,21370, Campaspe
19828,231,23190, Horsham
19831,1841,23670, Knox
19839,286,26610, Swan Hill
19841,556,27350, Yarra
19843,1363,20660, Banyule
19847,258,21830, Corangamite
19848,1841,22670, Greater Dandenong
19851,51,23940, Loddon
19857,99,26670, Towong
19858,2180,26810, Wellington
19859,588,27170, Wodonga
19863,3129,21890, Darebin
19864,2514,22110, East Gippsland
19874,1113,25250, Moreland
19878,335,26700, Wangaratta
19879,9692,26980, Whitehorse
19888,1994,22170, Frankston
19890,1178,22620, Greater Bendigo
19891,1965,22670, Greater Dandenong
19892,207,22910, Hepburn
19910,1019,21890, Darebin
19911,449,22110, East Gippsland
19912,883,22110, East Gippsland
19913,1216,22310, Glen Eira
19914,1278,22410, Glenelg
19915,205,22410, Glenelg
19916,17203,22750, Greater Geelong
19917,56,22980, Hindmarsh
19924,8017,25900, Port Phillip
19926,89,25990, Pyrenees
19927,15,25990, Pyrenees
19928,48,26080, Queenscliffe
19932,712,26810, Wellington
19933,2210,26980, Whitehorse
19935,3914,21180, Brimbank
19941,191,22910, Hepburn
19942,61,22980, Hindmarsh
19944,620,23940, Loddon
19947,1691,25340, Mornington Peninsula
19948,509,26490, Surf Coast
19949,219,26610, Swan Hill
19953,64,27630, Yarriambiack
19954,6,29399, Unincorporated Vic
19970,18796,23270, Hume
19975,222,25620, Murrindindi
19979,138,29499, No usual address (Vic.)
19989,865,22830, Greater Shepparton
19990,165,22910, Hepburn
19991,1807,23430, Kingston (Vic.)
20003,1892,25250, Moreland
20004,3004,25250, Moreland
20008,229,25430, Mount Alexander
20024,864,22830, Greater Shepparton
20025,888,22910, Hepburn
20026,1844,23430, Kingston (Vic.)
20027,2326,23430, Kingston (Vic.)
20028,751,24780, Mildura
20031,620,25150, Moorabool
20032,1779,25250, Moreland
20037,473,26170, South Gippsland
20038,1853,26700, Wangaratta
20039,454,26730, Warrnambool
20046,62,21270, Buloke
20052,173,26260, Southern Grampians
20053,1033,26350, Stonnington
20056,343,26700, Wangaratta
20057,2107,26730, Warrnambool
20058,465,26730, Warrnambool
20065,6,29399, Unincorporated Vic
20066,0,29799, Migratory - Offshore - Shipping (Vic.)
20074,1609,25340, Mornington Peninsula
20080,3757,27260, Wyndham
20083,1341,20570, Ballarat
20084,1822,20660, Banyule
20086,88,21270, Buloke
20093,724,24130, Macedon Ranges
20094,1400,24210, Manningham
20097,2102,24650, Melton
20102,512,26170, South Gippsland
20109,9608,21110, Boroondara
20110,2955,21180, Brimbank
20116,3806,24780, Mildura
20117,493,25150, Moorabool
20126,1282,21180, Brimbank
20131,186,22250, Gannawarra
20132,2250,22310, Glen Eira
20133,206,22410, Glenelg
20134,3830,22830, Greater Shepparton
20138,616,24600, Melbourne
20139,2851,24650, Melton
20140,232,26170, South Gippsland
20143,1804,20660, Banyule
20144,904,20660, Banyule
20145,2001,20660, Banyule
20146,279,20740, Bass Coast
20147,504,20740, Bass Coast
20151,2477,21180, Brimbank
20152,459,21270, Buloke
20155,213,21830, Corangamite
20163,16140,22750, Greater Geelong
20168,113,24250, Mansfield
20169,3861,24330, Maribyrnong
20174,929,25710, Nillumbik
20175,566,25810, Northern Grampians
20177,86,26430, Strathbogie
20178,255,26490, Surf Coast
20179,233,26610, Swan Hill
20181,19438,27070, Whittlesea
20189,1260,23190, Horsham
20193,1464,24210, Manningham
20195,3551,24970, Monash
20196,1026,25060, Moonee Valley
20197,503,25150, Moorabool
20202,566,27170, Wodonga
20205,9096,21450, Cardinia
20207,332,22490, Golden Plains
20208,3185,23270, Hume
20209,278,23350, Indigo
20211,584,24250, Mansfield
20217,305,25710, Nillumbik
20218,145,25810, Northern Grampians
20219,100,26670, Towong
20222,3781,27260, Wyndham
20226,891,20110, Alpine
20228,185,21010, Benalla
20230,91,22250, Gannawarra
20236,774,24850, Mitchell
20237,349,24900, Moira
20241,152,26260, Southern Grampians
20242,1431,26350, Stonnington
20243,429,26810, Wellington
20244,1810,27070, Whittlesea
20245,539,27170, Wodonga
20246,388,27170, Wodonga
20252,1343,20910, Bayside (Vic.)
20253,972,20910, Bayside (Vic.)
20254,2530,21110, Boroondara
20255,4634,21610, Casey
20256,93,21670, Central Goldfields
20266,690,25620, Murrindindi
20268,157,26260, Southern Grampians
20269,323,26700, Wangaratta
20273,42,29499, No usual address (Vic.)
20275,162,21010, Benalla
20279,207,21830, Corangamite
20281,1355,22310, Glen Eira
20282,228,22410, Glenelg
20283,2606,23270, Hume
20284,2608,23430, Kingston (Vic.)
20286,285,24250, Mansfield
20288,968,24330, Maribyrnong
20290,2203,24970, Monash
20291,1975,25060, Moonee Valley
20292,121851,25060, Moonee Valley
20297,198,26430, Strathbogie
20303,0,29799, Migratory - Offshore - Shipping (Vic.)
20307,209,21750, Colac Otway
20309,6420,22620, Greater Bendigo
20310,1917,22670, Greater Dandenong
20311,171,22910, Hepburn
20316,240,25490, Moyne
20320,532,26490, Surf Coast
20327,674,20830, Baw Baw
20328,845,20910, Bayside (Vic.)
20331,1878,21890, Darebin
20334,303,22980, Hindmarsh
20335,798,23110, Hobsons Bay
20336,201,23190, Horsham
20337,146,23350, Indigo
20341,4,25430, Mount Alexander
20342,667,25710, Nillumbik
20345,245,26670, Towong
20347,808,27350, Yarra
20350,103,20110, Alpine
20357,1148,21670, Central Goldfields
20358,257,21750, Colac Otway
20362,382,22490, Golden Plains
20371,292,24900, Moira
20372,2147,24970, Monash
20379,192,26430, Strathbogie
20380,549,26490, Surf Coast
20381,315,26610, Swan Hill
20382,2284,26730, Warrnambool
20384,0,26890, West Wimmera
20385,1895,26980, Whitehorse
20391,1560,22620, Greater Bendigo
20392,9620,22670, Greater Dandenong
20393,269,23190, Horsham
20394,3668,23270, Hume
20402,1556,24970, Monash
20404,140,25490, Moyne
20414,262,23190, Horsham
20415,1844,23670, Knox
20416,1917,23670, Knox
20417,1091,23810, Latrobe (Vic.)
20421,92,25990, Pyrenees
20422,17,26080, Queenscliffe
20423,65,26670, Towong
20431,1631,21450, Cardinia
20437,329,24330, Maribyrnong
20441,1085,25900, Port Phillip
20442,518,26490, Surf Coast
20449,0,29799, Migratory - Offshore - Shipping (Vic.)
20450,146,20110, Alpine
20452,164,21010, Benalla
20453,11115,21110, Boroondara
20458,1694,21610, Casey
20462,1078,23110, Hobsons Bay
20473,7,29399, Unincorporated Vic
20474,1560,20660, Banyule
20476,362,21370, Campaspe
20478,1225,21890, Darebin
20481,2106,23430, Kingston (Vic.)
20482,1346,24410, Maroondah
20483,3825,24600, Melbourne
20488,140,25620, Murrindindi
20497,432,26490, Surf Coast
20506,90,21270, Buloke
20507,70,22980, Hindmarsh
20508,53,22980, Hindmarsh
20509,458,23350, Indigo
20512,303,25430, Mount Alexander
20516,1120,26610, Swan Hill
20517,58,26670, Towong
20524,1827,21450, Cardinia
20525,5455,21610, Casey
20526,110,21670, Central Goldfields
20528,1327,21750, Colac Otway
20533,1496,23110, Hobsons Bay
20536,889,23810, Latrobe (Vic.)
20537,87,23940, Loddon
20538,520,24130, Macedon Ranges
20539,313,24780, Mildura
20540,15,26080, Queenscliffe
20543,219,26610, Swan Hill
20546,7750,27450, Yarra Ranges
20547,56,27630, Yarriambiack
20552,99,21270, Buloke
20553,2782,21370, Campaspe
20556,729,21890, Darebin
20557,554,22110, East Gippsland
20565,716,24780, Mildura
20568,1692,25060, Moonee Valley
20569,363,25150, Moorabool
20570,390,25150, Moorabool
20571,12421,25250, Moreland
20577,814,26260, Southern Grampians
20578,288,26700, Wangaratta
20581,415,20110, Alpine
20587,914,23810, Latrobe (Vic.)
20588,89,24250, Mansfield
20589,495,24850, Mitchell
20590,300,24850, Mitchell
20592,385,24900, Moira
20593,3057,24970, Monash
20603,586,21670, Central Goldfields
20609,240,23190, Horsham
20610,4295,23810, Latrobe (Vic.)
20621,193,26260, Southern Grampians
20623,875,26350, Stonnington
20624,2527,26490, Surf Coast
20626,29,26890, West Wimmera
20631,754,20910, Bayside (Vic.)
20635,363,21750, Colac Otway
20636,162,21830, Corangamite
20637,1547,21890, Darebin
20640,1601,22670, Greater Dandenong
20641,752,22830, Greater Shepparton
20643,289,23350, Indigo
20645,2400,23430, Kingston (Vic.)
20646,1952,23670, Knox
20650,295,26610, Swan Hill
20651,61,26670, Towong
20653,4599,27260, Wyndham
20655,156,20260, Ararat
20660,7898,21450, Cardinia
20661,5159,21610, Casey
20681,138,20110, Alpine
20682,862,20260, Ararat
20683,1405,20570, Ballarat
20689,1366,23110, Hobsons Bay
20693,77318,23810, Latrobe (Vic.)
20700,1164,20910, Bayside (Vic.)
20701,1263,22670, Greater Dandenong
20702,3374,22750, Greater Geelong
20703,6415,23110, Hobsons Bay
20708,1964,24970, Monash
20711,117,26430, Strathbogie
20713,484,26730, Warrnambool
20716,136,29499, No usual address (Vic.)
20722,155,21270, Buloke
20727,415,22980, Hindmarsh
20729,234,23190, Horsham
20731,1868,25060, Moonee Valley
20732,517,25150, Moorabool
20734,0,26080, Queenscliffe
20735,474,26170, South Gippsland
20737,460,26730, Warrnambool
20738,508,26810, Wellington
20739,48,26890, West Wimmera
20742,681,20110, Alpine
20744,541,21370, Campaspe
20745,1745,21450, Cardinia
20751,1665,24210, Manningham
20753,258,24250, Mansfield
20756,976,25710, Nillumbik
20758,2368,25900, Port Phillip
20759,115,26670, Towong
20760,383,26700, Wangaratta
20763,7,29399, Unincorporated Vic
20764,116,29499, No usual address (Vic.)
20765,3,29799, Migratory - Offshore - Shipping (Vic.)
20769,4403,21610, Casey
20770,1531,21890, Darebin
20774,752,22830, Greater Shepparton
20778,1241,24210, Manningham
20780,156,24250, Mansfield
20783,208,25150, Moorabool
20784,2139,25250, Moreland
20788,480,26810, Wellington
20791,9,29399, Unincorporated Vic
20794,53,22980, Hindmarsh
20797,11177,23270, Hume
20803,480,25150, Moorabool
20806,54,25990, Pyrenees
20810,9220,27070, Whittlesea
20814,3618,20830, Baw Baw
20820,1499,23270, Hume
20821,231,23350, Indigo
20822,1191,23350, Indigo
20823,1681,23430, Kingston (Vic.)
20826,2002,25060, Moonee Valley
20827,510,25710, Nillumbik
20828,169,25810, Northern Grampians
20830,6496,26350, Stonnington
20831,72,26430, Strathbogie
20833,594,27170, Wodonga
20834,418,29499, No usual address (Vic.)
20838,789,21830, Corangamite
20841,657,24130, Macedon Ranges
20844,180,26260, Southern Grampians
20847,110,26430, Strathbogie
20855,1325,21750, Colac Otway
20862,70,24650, Melton
20863,697,24780, Mildura
20864,302,24900, Moira
20865,2948,25250, Moreland
20871,34,29399, Unincorporated Vic
20873,224,29499, No usual address (Vic.)
20874,0,29799, Migratory - Offshore - Shipping (Vic.)
20881,217,21670, Central Goldfields
20884,224,23190, Horsham
20885,3027,23270, Hume
20886,127,23350, Indigo
20887,2256,23430, Kingston (Vic.)
20890,36,23940, Loddon
20892,709,24850, Mitchell
20893,2049,25340, Mornington Peninsula
20895,1614,26350, Stonnington
20896,2610,27170, Wodonga
20897,928,29499, No usual address (Vic.)
20898,0,29799, Migratory - Offshore - Shipping (Vic.)
20902,1718,20660, Banyule
20907,167,21830, Corangamite
20909,324,22490, Golden Plains
20914,1712,23430, Kingston (Vic.)
20923,1251,26260, Southern Grampians
20924,789,26350, Stonnington
20927,576,26610, Swan Hill
20928,86,26670, Towong
20929,1828,26730, Warrnambool
20932,1105,20570, Ballarat
20933,1427,20740, Bass Coast
20936,1667,21180, Brimbank
20937,57,21270, Buloke
20940,321,21750, Colac Otway
20941,154,21830, Corangamite
20942,1372,21890, Darebin
20952,106,25810, Northern Grampians
20955,670,25900, Port Phillip
20960,315,26700, Wangaratta
20963,465,26730, Warrnambool
20965,2143,27450, Yarra Ranges
20970,133,22910, Hepburn
20971,49,22980, Hindmarsh
20982,356,26700, Wangaratta
20987,1504,20660, Banyule
20995,853,22830, Greater Shepparton
20996,173,22910, Hepburn
20997,1123,23110, Hobsons Bay
20998,156,23350, Indigo
20999,1837,23430, Kingston (Vic.)
21000,2120,23670, Knox
21003,1615,24410, Maroondah
21005,170,26260, Southern Grampians
21014,67,27630, Yarriambiack
21016,678,20260, Ararat
21017,380,20740, Bass Coast
21021,494,21450, Cardinia
21026,298,22980, Hindmarsh
21028,617,24130, Macedon Ranges
21030,1477,25340, Mornington Peninsula
21032,107,26670, Towong
21034,300,26700, Wangaratta
21035,428,26730, Warrnambool
21039,503,21370, Campaspe
21044,1657,22170, Frankston
21053,4868,24600, Melbourne
21054,3673,25250, Moreland
21061,448,26730, Warrnambool
21065,630,21010, Benalla
21067,2377,21180, Brimbank
21068,223,21270, Buloke
21069,1876,21370, Campaspe
21071,2237,22110, East Gippsland
21072,8927,22170, Frankston
21075,722,22830, Greater Shepparton
21076,264,22910, Hepburn
21082,337,25430, Mount Alexander
21089,1153,27070, Whittlesea
21093,591,22750, Greater Geelong
21094,12,22830, Greater Shepparton
21096,3092,24650, Melton
21097,1058,24650, Melton
21098,636,24780, Mildura
21100,2191,25340, Mornington Peninsula
21101,187,25490, Moyne
21103,915,26350, Stonnington
21109,2425,21110, Boroondara
21125,787,20830, Baw Baw
21126,3243,21610, Casey
21143,573,20830, Baw Baw
21154,251,22910, Hepburn
21159,1457,23670, Knox
21162,2822,24970, Monash
21163,1356,25060, Moonee Valley
21164,9425,25060, Moonee Valley
21166,214,25490, Moyne
21167,212,25620, Murrindindi
21172,2267,26980, Whitehorse
21178,646,20740, Bass Coast
21179,5212,20910, Bayside (Vic.)
21182,3114,22750, Greater Geelong
21183,55,22980, Hindmarsh
21184,1190,23110, Hobsons Bay
21188,1029,24330, Maribyrnong
21189,813,24410, Maroondah
21195,195,25430, Mount Alexander
21196,239,25490, Moyne
21199,126,25990, Pyrenees
21209,169,20110, Alpine
21210,144,20260, Ararat
21211,509,22110, East Gippsland
21216,3750,24130, Macedon Ranges
21218,485,24900, Moira
21221,1914,26170, South Gippsland
21224,83,26810, Wellington
21225,61,26890, West Wimmera
21232,175,20110, Alpine
21238,109,21670, Central Goldfields
21239,1273,22170, Frankston
21240,553,22250, Gannawarra
21250,75,23940, Loddon
21255,25,26080, Queenscliffe
21259,2847,27070, Whittlesea
21261,1427,20570, Ballarat
21265,1511,20910, Bayside (Vic.)
21268,1107,23810, Latrobe (Vic.)
21271,381,24900, Moira
21273,497,25150, Moorabool
21277,1631,27350, Yarra
21278,2047,27450, Yarra Ranges
21280,1106,21450, Cardinia
21281,6338,21610, Casey
21283,2543,21890, Darebin
21284,158,22490, Golden Plains
21285,1330,22620, Greater Bendigo
21287,1425,23670, Knox
21288,832,23810, Latrobe (Vic.)
21292,13,24900, Moira
21293,3355,24970, Monash
21294,2059,24970, Monash
21298,387,25900, Port Phillip
21301,35406,26730, Warrnambool
21302,66,26890, West Wimmera
21310,804,20910, Bayside (Vic.)
21311,1188,21450, Cardinia
21312,2859,22670, Greater Dandenong
21314,264,23940, Loddon
21316,331,24210, Manningham
21317,1948,24330, Maribyrnong
21318,1345,24410, Maroondah
21323,582,26430, Strathbogie
21324,488,26490, Surf Coast
21327,146,20260, Ararat
21328,7424,20570, Ballarat
21331,101,21370, Campaspe
21333,113,21670, Central Goldfields
21342,1434,24330, Maribyrnong
21343,1384,24410, Maroondah
21347,1330,25060, Moonee Valley
21348,133,25430, Mount Alexander
21349,246,25490, Moyne
21350,157,25620, Murrindindi
21351,124,25810, Northern Grampians
21362,4580,21610, Casey
21369,3437,24650, Melton
21372,575,24850, Mitchell
21376,528,25710, Nillumbik
21388,44,21270, Buloke
21396,1535,24650, Melton
21399,4995,27350, Yarra
21400,1645,27450, Yarra Ranges
21406,2314,21110, Boroondara
21408,539,21370, Campaspe
21409,0,21670, Central Goldfields
21416,801,24780, Mildura
21417,3508,24850, Mitchell
21418,11972,24970, Monash
21423,821,27260, Wyndham
21426,828,20740, Bass Coast
21427,3126,20830, Baw Baw
21428,590,21010, Benalla
21429,3273,21180, Brimbank
21430,289,21270, Buloke
21432,1472,21450, Cardinia
21433,268,21750, Colac Otway
21435,1617,22310, Glen Eira
21443,197,24250, Mansfield
21444,916,24600, Melbourne
21446,786,24850, Mitchell
21447,2322,24900, Moira
21453,8124,27260, Wyndham
21456,9,29399, Unincorporated Vic
21460,248,21010, Benalla
21463,1154,24210, Manningham
21465,124,24250, Mansfield
21468,413,25150, Moorabool
21470,203,25490, Moyne
21480,1494,20570, Ballarat
21481,3659,20910, Bayside (Vic.)
21483,1673,22670, Greater Dandenong
21485,233,23350, Indigo
21486,9336,23430, Kingston (Vic.)
21489,140,24250, Mansfield
21498,101,27630, Yarriambiack
21499,250,20110, Alpine
21503,705,20830, Baw Baw
21504,671,21010, Benalla
21507,145,21670, Central Goldfields
21508,8194,22170, Frankston
21509,88,22250, Gannawarra
21510,1763,22310, Glen Eira
21511,345,22910, Hepburn
21512,50,22980, Hindmarsh
21518,2204,25340, Mornington Peninsula
21519,126,25810, Northern Grampians
21520,131,25990, Pyrenees
21521,68,26080, Queenscliffe
21526,0,29799, Migratory - Offshore - Shipping (Vic.)
21529,210,20110, Alpine
21530,137,20260, Ararat
21534,5416,21610, Casey
21541,688,24780, Mildura
21542,559,24850, Mitchell
21543,2102,25340, Mornington Peninsula
21546,87,26080, Queenscliffe
21547,1834,26170, South Gippsland
21549,601,26350, Stonnington
21556,2561,21180, Brimbank
21565,1003,23350, Indigo
21569,4733,24650, Melton
21570,761,24780, Mildura
21572,1905,25150, Moorabool
21574,6709,25340, Mornington Peninsula
21576,180,25430, Mount Alexander
21584,2592,27170, Wodonga
21588,937,22830, Greater Shepparton
21591,1613,25060, Moonee Valley
21592,2367,25340, Mornington Peninsula
21596,65,26670, Towong
21598,409,26700, Wangaratta
21599,505,26810, Wellington
21604,49,21270, Buloke
21605,445,21370, Campaspe
21608,459,22250, Gannawarra
21609,3798,22750, Greater Geelong
21613,193,26260, Southern Grampians
21614,431,26810, Wellington
21616,599,27630, Yarriambiack
21617,18,29399, Unincorporated Vic
21619,741,20830, Baw Baw
21621,2328,21180, Brimbank
21629,1917,22310, Glen Eira
21632,92,22910, Hepburn
21635,820,24410, Maroondah
21637,571,25710, Nillumbik
21640,519,26810, Wellington
21643,74,29499, No usual address (Vic.)
21644,6537,20660, Banyule
21645,452,20740, Bass Coast
21648,162,21830, Corangamite
21652,2307,22750, Greater Geelong
21653,884,22830, Greater Shepparton
21656,1221,24600, Melbourne
21657,2247,24650, Melton
21659,558,24850, Mitchell
21665,893,25710, Nillumbik
21671,390,26730, Warrnambool
21681,3155,22750, Greater Geelong
21684,604,24130, Macedon Ranges
21685,1675,24210, Manningham
21691,719,25900, Port Phillip
21693,266,26260, Southern Grampians
21696,181,20260, Ararat
21697,2705,20570, Ballarat
21698,375,20740, Bass Coast
21700,240,21010, Benalla
21701,1404,21110, Boroondara
21704,404,26700, Wangaratta
21705,441,26730, Warrnambool
21708,28719,27260, Wyndham
21709,705,27350, Yarra
21711,36,29399, Unincorporated Vic
21712,3,29399, Unincorporated Vic
21716,2100,21110, Boroondara
21717,11131,21180, Brimbank
21722,271,21750, Colac Otway
21724,216,22410, Glenelg
21725,400,22490, Golden Plains
21746,150,26430, Strathbogie
21747,1584,26490, Surf Coast
21748,2212,26980, Whitehorse
21749,20,27070, Whittlesea
21750,510,27170, Wodonga
21752,0,29799, Migratory - Offshore - Shipping (Vic.)
21756,5404,21610, Casey
21757,219,22410, Glenelg
21758,1541,22490, Golden Plains
21763,1077,23190, Horsham
21764,4200,23270, Hume
21765,2214,23670, Knox
21766,60,24250, Mansfield
21777,111,25810, Northern Grampians
21778,776,25900, Port Phillip
21781,1662,27070, Whittlesea
21786,270,23190, Horsham
21787,3130,23270, Hume
21788,203,23350, Indigo
21794,10775,24970, Monash
21795,1509,24970, Monash
21796,529,25150, Moorabool
21806,655,24130, Macedon Ranges
21807,1472,24210, Manningham
21809,125,24250, Mansfield
21812,168,25620, Murrindindi
21814,228,26610, Swan Hill
21816,3298,27070, Whittlesea
21819,0,29799, Migratory - Offshore - Shipping (Vic.)
21820,5,20260, Ararat
21823,164,21670, Central Goldfields
21833,1529,24900, Moira
21848,3026,21610, Casey
21849,113,21670, Central Goldfields
21850,207,21750, Colac Otway
21852,10116,21890, Darebin
21853,258,22490, Golden Plains
21854,1368,22620, Greater Bendigo
21857,320,24900, Moira
21859,1438,25060, Moonee Valley
21860,8873,25250, Moreland
21868,1527,20660, Banyule
21869,323,20740, Bass Coast
21870,3507,20830, Baw Baw
21872,1128,21830, Corangamite
21873,675,24850, Mitchell
21875,116,25810, Northern Grampians
21878,734,26350, Stonnington
21879,938,26350, Stonnington
21882,131,26610, Swan Hill
21888,119,20110, Alpine
21889,139,20260, Ararat
21899,932,23110, Hobsons Bay
21904,908,25250, Moreland
21906,79,26670, Towong
21907,292,26700, Wangaratta
21911,107,29499, No usual address (Vic.)
21912,6626,20910, Bayside (Vic.)
21913,163,21010, Benalla
21917,321,22110, East Gippsland
21924,8080,23430, Kingston (Vic.)
21933,76,25990, Pyrenees
21934,4398,26350, Stonnington
21935,124,26430, Strathbogie
21936,568,27170, Wodonga
21937,898,27350, Yarra
21938,8773,20660, Banyule
21943,1127,21830, Corangamite
21946,231,22490, Golden Plains
21950,252,23350, Indigo
21955,383,24600, Melbourne
21956,1124,24900, Moira
21957,2284,24970, Monash
21959,337,26170, South Gippsland
21964,1177,27260, Wyndham
21969,274,22410, Glenelg
21971,1171,23110, Hobsons Bay
21978,1636,25250, Moreland
21980,386,25990, Pyrenees
21985,322,26730, Warrnambool
21986,11930,26980, Whitehorse
21987,1718,27450, Yarra Ranges
21988,1315,20570, Ballarat
21991,483,21370, Campaspe
21994,1554,22620, Greater Bendigo
21995,667,24130, Macedon Ranges
21998,1419,25340, Mornington Peninsula
21999,206,25430, Mount Alexander
22001,185,25810, Northern Grampians
22007,3159,26810, Wellington
22011,395,20740, Bass Coast
22012,773,20830, Baw Baw
22015,4697,21610, Casey
22016,130,21670, Central Goldfields
22024,257,23190, Horsham
22027,572,24330, Maribyrnong
22028,1265,24410, Maroondah
22029,565,24850, Mitchell
22033,199,26260, Southern Grampians
22041,1100,20910, Bayside (Vic.)
22043,106,22250, Gannawarra
22044,969,22620, Greater Bendigo
22045,8516,22670, Greater Dandenong
22049,1442,23430, Kingston (Vic.)
22050,129,23940, Loddon
22051,1617,24210, Manningham
22054,437,25150, Moorabool
22055,1306,25490, Moyne
22057,162,26610, Swan Hill
22065,838,20830, Baw Baw
22066,330,22410, Glenelg
22069,2059,23670, Knox
22078,143,25620, Murrindindi
22080,70,26670, Towong
22081,239,26700, Wangaratta
22082,5801,26980, Whitehorse
22086,6,29799, Migratory - Offshore - Shipping (Vic.)
22092,211,21750, Colac Otway
22093,823,22830, Greater Shepparton
22094,328,22910, Hepburn
22095,49,22980, Hindmarsh
22098,173,25810, Northern Grampians
22099,1469,25900, Port Phillip
22109,144,20110, Alpine
22110,615,20260, Ararat
22111,1578,21110, Boroondara
22112,2573,21180, Brimbank
22115,91,22110, East Gippsland
22116,1676,22170, Frankston
22117,1506,22310, Glen Eira
22120,3796,22750, Greater Geelong
22125,136,25990, Pyrenees
22126,31,26080, Queenscliffe
22129,104,26670, Towong
22130,363,26700, Wangaratta
22133,92,29499, No usual address (Vic.)
22141,154,22910, Hepburn
22144,16597,23270, Hume
22148,815,23810, Latrobe (Vic.)
22149,92,23940, Loddon
22150,1445,24210, Manningham
22152,1603,24410, Maroondah
22153,6310,24600, Melbourne
22157,126,25810, Northern Grampians
22164,5427,27260, Wyndham
22165,0,29399, Unincorporated Vic
22166,1153,20110, Alpine
22171,16437,22750, Greater Geelong
22175,9316,23430, Kingston (Vic.)
22179,5929,24330, Maribyrnong
22184,3557,25250, Moreland
22185,65,25990, Pyrenees
22189,55,26890, West Wimmera
22190,3004,27260, Wyndham
22191,367,27350, Yarra
22195,1417,20660, Banyule
22196,484,21370, Campaspe
22202,151,24250, Mansfield
22208,363,25430, Mount Alexander
22209,180,25490, Moyne
22211,387,26170, South Gippsland
22214,406,26730, Warrnambool
22215,2325,27450, Yarra Ranges
22216,55,27630, Yarriambiack
22220,420,20740, Bass Coast
22222,832,21450, Cardinia
22223,7896,21890, Darebin
22224,9330,22670, Greater Dandenong
22228,1925,24130, Macedon Ranges
22233,2965,27070, Whittlesea
22234,901,20910, Bayside (Vic.)
22237,55,21270, Buloke
22243,2005,25340, Mornington Peninsula
22246,896,25710, Nillumbik
22249,26,26080, Queenscliffe
22250,210,26260, Southern Grampians
22252,328,26810, Wellington
22258,9878,21180, Brimbank
22263,799,22110, East Gippsland
22264,1934,22170, Frankston
22265,1033,22310, Glen Eira
22266,1676,22490, Golden Plains
22269,710,24780, Mildura
